,case:concept:name,concept:name,time:timestamp
9622,Case 2059,Take in charge ticket,2013-04-22 12:19:50
9623,Case 2059,Wait,2013-04-24 12:11:51
9624,Case 2059,Resolve ticket,2013-05-16 07:19:29
9625,Case 2059,Closed,2013-05-31 07:19:52
9626,Case 2060,Assign seriousness,2012-02-16 16:21:10
9627,Case 2060,Take in charge ticket,2012-02-17 09:23:20
9628,Case 2060,Resolve ticket,2012-02-17 09:36:22
9629,Case 2060,Closed,2012-03-20 16:30:30
9630,Case 2061,Assign seriousness,2012-07-16 08:04:52
9631,Case 2061,Take in charge ticket,2012-07-16 08:05:02
9632,Case 2061,Resolve ticket,2012-07-17 08:52:44
9633,Case 2061,Closed,2012-09-01 08:14:01
9634,Case 2062,Assign seriousness,2013-08-28 15:58:23
9635,Case 2062,Take in charge ticket,2013-08-28 15:58:44
9636,Case 2062,Wait,2013-09-16 14:08:25
9637,Case 2062,Resolve ticket,2013-10-07 07:34:22
9638,Case 2062,Closed,2013-10-22 07:34:36
9639,Case 2063,Assign seriousness,2012-01-12 11:53:59
9640,Case 2063,Take in charge ticket,2012-01-17 11:59:06
9641,Case 2063,Resolve ticket,2012-01-17 12:01:08
9642,Case 2063,Closed,2012-02-14 12:00:18
9643,Case 2064,Assign seriousness,2011-09-20 07:22:47
9644,Case 2064,Take in charge ticket,2011-09-21 07:41:28
9645,Case 2064,Resolve ticket,2011-09-22 13:59:52
9646,Case 2064,Closed,2011-10-21 07:30:13
9647,Case 2065,Assign seriousness,2011-05-19 14:32:10
9648,Case 2065,Take in charge ticket,2011-05-23 08:54:29
9649,Case 2065,Resolve ticket,2011-05-30 07:50:32
9650,Case 2065,Closed,2011-07-09 14:46:51
9651,Case 2066,Assign seriousness,2012-07-04 07:04:38
9652,Case 2066,Resolve ticket,2012-07-04 07:13:24
9653,Case 2066,Closed,2012-08-04 07:10:46
9654,Case 2067,Assign seriousness,2010-08-04 12:48:06
9655,Case 2067,Take in charge ticket,2010-08-04 13:32:15
9656,Case 2067,Wait,2010-08-04 15:15:46
9657,Case 2067,Take in charge ticket,2010-08-30 13:39:35
9658,Case 2067,Resolve ticket,2010-08-30 13:40:01
9659,Case 2067,Closed,2010-09-14 13:40:19
9660,Case 2068,Assign seriousness,2013-06-03 12:43:44
9661,Case 2068,Take in charge ticket,2013-06-03 12:44:07
9662,Case 2068,Resolve ticket,2013-06-24 09:13:56
9663,Case 2068,Closed,2013-07-09 09:14:12
9664,Case 2069,Assign seriousness,2011-04-28 13:20:32
9665,Case 2069,Take in charge ticket,2011-04-28 13:23:51
9666,Case 2069,Resolve ticket,2011-05-09 15:37:40
9667,Case 2069,Closed,2011-06-11 13:32:27
9668,Case 2070,Assign seriousness,2012-03-07 13:41:22
9669,Case 2070,Take in charge ticket,2012-03-20 10:08:37
9670,Case 2070,Wait,2012-03-20 10:10:47
9671,Case 2070,Resolve ticket,2012-04-05 14:51:58
9672,Case 2070,Closed,2012-04-20 14:52:13
9673,Case 2071,Assign seriousness,2011-11-07 13:47:18
9674,Case 2071,Take in charge ticket,2011-11-07 13:59:33
9675,Case 2071,Wait,2011-11-16 15:59:39
9676,Case 2071,Take in charge ticket,2011-12-02 08:18:09
9677,Case 2071,Wait,2011-12-02 14:52:14
9678,Case 2071,Resolve ticket,2011-12-22 11:12:07
9679,Case 2071,Closed,2012-01-06 11:12:24
9680,Case 2072,Insert ticket,2010-03-23 15:08:00
9681,Case 2072,Assign seriousness,2010-03-23 15:08:15
9682,Case 2072,Take in charge ticket,2010-03-23 15:08:32
9683,Case 2072,Resolve ticket,2010-03-23 15:27:29
9684,Case 2072,Closed,2010-04-23 14:10:22
9685,Case 2073,Assign seriousness,2012-05-11 10:14:50
9686,Case 2073,Take in charge ticket,2012-05-11 15:50:01
9687,Case 2073,Wait,2012-05-25 08:09:20
9688,Case 2073,Resolve ticket,2012-05-29 10:20:33
9689,Case 2073,Closed,2012-06-15 13:40:51
9690,Case 2074,Assign seriousness,2012-08-02 08:59:07
9691,Case 2074,Take in charge ticket,2012-08-02 12:57:48
9692,Case 2074,Resolve ticket,2012-08-02 13:03:26
9693,Case 2074,Closed,2012-09-15 09:00:29
9694,Case 2075,Assign seriousness,2011-04-26 14:58:53
9695,Case 2075,Take in charge ticket,2011-04-28 08:45:24
9696,Case 2075,Resolve ticket,2011-04-28 08:46:34
9697,Case 2075,Closed,2011-06-09 15:00:33
9698,Case 2076,Assign seriousness,2011-10-07 09:36:51
9699,Case 2076,Take in charge ticket,2011-10-07 09:55:13
9700,Case 2076,Resolve ticket,2011-10-07 10:40:00
9701,Case 2076,Closed,2011-11-20 10:40:34
9702,Case 2077,Assign seriousness,2011-03-02 11:40:25
9703,Case 2077,Take in charge ticket,2011-03-02 11:40:42
9704,Case 2077,Resolve ticket,2011-03-02 11:42:39
9705,Case 2077,Closed,2011-04-03 10:50:21
9706,Case 2078,Assign seriousness,2012-07-17 10:48:11
9707,Case 2078,Wait,2012-07-17 13:05:02
9708,Case 2078,Take in charge ticket,2012-07-18 14:57:05
9709,Case 2078,Resolve ticket,2012-07-23 10:11:25
9710,Case 2078,Closed,2012-09-01 13:20:27
9711,Case 2079,Assign seriousness,2011-12-23 08:04:03
9712,Case 2079,Wait,2012-01-05 15:03:06
9713,Case 2079,Wait,2012-01-05 15:03:07
9714,Case 2079,Resolve ticket,2012-01-05 15:09:49
9715,Case 2079,Closed,2012-02-09 08:10:45
9716,Case 2080,Assign seriousness,2012-07-23 07:31:01
9717,Case 2080,Take in charge ticket,2012-07-26 15:15:06
9718,Case 2080,Take in charge ticket,2012-07-26 15:24:59
9719,Case 2080,Resolve ticket,2012-08-30 12:03:44
9720,Case 2080,Closed,2012-09-14 12:03:59
9721,Case 2081,Assign seriousness,2012-10-25 12:40:37
9722,Case 2081,Take in charge ticket,2012-10-26 08:42:56
9723,Case 2081,Require upgrade,2012-10-31 14:18:59
9724,Case 2081,Resolve ticket,2012-12-03 14:18:11
9725,Case 2081,Closed,2012-12-18 14:18:27
9726,Case 2082,Assign seriousness,2011-05-10 14:52:23
9727,Case 2082,Take in charge ticket,2011-05-10 14:52:34
9728,Case 2082,Wait,2011-05-10 15:01:24
9729,Case 2082,Take in charge ticket,2011-05-11 07:55:47
9730,Case 2082,Resolve ticket,2011-05-11 07:55:56
9731,Case 2082,Take in charge ticket,2011-05-11 08:50:04
9732,Case 2082,Wait,2011-05-11 08:50:11
9733,Case 2082,Take in charge ticket,2011-05-30 08:41:04
9734,Case 2082,Resolve ticket,2011-05-30 08:41:12
9735,Case 2082,Closed,2011-06-29 08:42:22
9736,Case 2083,Assign seriousness,2012-12-04 15:33:24
9737,Case 2083,Take in charge ticket,2012-12-05 08:10:29
9738,Case 2083,Resolve ticket,2013-01-09 10:16:39
9739,Case 2083,Closed,2013-01-24 10:16:58
9740,Case 2084,Assign seriousness,2012-06-11 13:00:07
9741,Case 2084,Take in charge ticket,2012-06-11 13:00:26
9742,Case 2084,Resolve ticket,2012-06-11 13:21:43
9743,Case 2084,Closed,2012-07-14 13:11:03
9744,Case 2085,Assign seriousness,2012-04-10 09:14:39
9745,Case 2085,Take in charge ticket,2012-04-10 13:57:12
9746,Case 2085,Resolve ticket,2012-04-10 16:00:15
9747,Case 2085,Resolve ticket,2012-04-10 16:00:16
9748,Case 2085,Closed,2012-05-11 09:22:10
9749,Case 2086,Assign seriousness,2010-09-09 16:07:02
9750,Case 2086,Assign seriousness,2010-09-13 13:44:08
9751,Case 2086,Take in charge ticket,2010-09-13 13:44:17
9752,Case 2086,Resolve ticket,2010-09-13 13:44:30
9753,Case 2086,Closed,2010-11-07 17:00:38
9754,Case 2087,Assign seriousness,2011-12-21 11:24:41
9755,Case 2087,Take in charge ticket,2012-01-03 08:59:16
9756,Case 2087,Wait,2012-01-04 09:11:50
9757,Case 2087,Take in charge ticket,2012-01-04 11:15:52
9758,Case 2087,Wait,2012-01-13 10:13:12
9759,Case 2087,Resolve ticket,2012-01-16 14:49:26
9760,Case 2087,Closed,2012-01-31 14:49:44
9761,Case 2088,Assign seriousness,2010-02-04 10:37:45
9762,Case 2088,Take in charge ticket,2010-02-04 11:01:28
9763,Case 2088,Create SW anomaly,2010-02-04 11:01:35
9764,Case 2088,Resolve ticket,2010-03-16 15:08:40
9765,Case 2088,Closed,2010-03-31 14:08:53
9766,Case 2089,Assign seriousness,2011-01-24 08:35:38
9767,Case 2089,Assign seriousness,2011-01-25 10:18:18
9768,Case 2089,Take in charge ticket,2011-01-27 11:07:33
9769,Case 2089,Resolve ticket,2011-02-08 10:21:27
9770,Case 2089,Closed,2011-03-11 08:40:51
9771,Case 2090,Take in charge ticket,2012-02-03 10:50:21
9772,Case 2090,Wait,2012-02-03 17:05:52
9773,Case 2090,Resolve ticket,2012-03-05 09:18:46
9774,Case 2090,Closed,2012-03-27 08:22:24
9775,Case 2091,Assign seriousness,2011-07-18 09:45:19
9776,Case 2091,Take in charge ticket,2011-07-19 15:46:38
9777,Case 2091,Wait,2011-07-20 08:08:05
9778,Case 2091,Resolve ticket,2011-08-22 08:36:12
9779,Case 2091,Closed,2011-09-07 10:20:28
9780,Case 2092,Assign seriousness,2013-08-30 10:50:42
9781,Case 2092,Take in charge ticket,2013-09-10 10:35:19
9782,Case 2092,Wait,2013-09-11 07:17:54
9783,Case 2092,Resolve ticket,2013-09-26 09:17:50
9784,Case 2092,Closed,2013-10-11 09:18:08
9785,Case 2093,Assign seriousness,2013-01-21 14:39:25
9786,Case 2093,Take in charge ticket,2013-02-05 14:03:00
9787,Case 2093,Resolve ticket,2013-02-06 14:43:49
9788,Case 2093,Closed,2013-02-21 14:43:59
9789,Case 2094,Assign seriousness,2011-02-21 08:38:13
9790,Case 2094,Take in charge ticket,2011-02-21 08:48:31
9791,Case 2094,Resolve ticket,2011-02-21 09:46:36
9792,Case 2094,Closed,2011-04-08 07:40:31
9793,Case 2095,Assign seriousness,2012-07-09 11:00:44
9794,Case 2095,Take in charge ticket,2012-07-10 07:16:32
9795,Case 2095,Resolve ticket,2012-07-10 07:21:39
9796,Case 2095,Closed,2012-09-06 11:00:38
9797,Case 2096,Assign seriousness,2012-07-30 10:53:43
9798,Case 2096,Take in charge ticket,2012-07-31 15:22:51
9799,Case 2096,Resolve ticket,2012-08-09 10:48:24
9800,Case 2096,Closed,2012-09-14 11:00:39
9801,Case 2097,Assign seriousness,2012-08-31 10:38:20
9802,Case 2097,Take in charge ticket,2012-08-31 10:40:05
9803,Case 2097,Resolve ticket,2012-09-21 10:36:12
9804,Case 2097,Closed,2012-10-06 10:36:20
9805,Case 2098,Assign seriousness,2011-11-03 16:38:17
9806,Case 2098,Take in charge ticket,2011-11-03 16:38:28
9807,Case 2098,Wait,2011-11-09 15:22:07
9808,Case 2098,Wait,2011-11-11 10:03:14
9809,Case 2098,Wait,2011-11-11 10:03:15
9810,Case 2098,Wait,2011-11-16 08:23:39
9811,Case 2098,Resolve ticket,2011-12-02 08:15:58
9812,Case 2098,Closed,2011-12-17 08:16:40
9813,Case 2099,Assign seriousness,2011-09-08 13:55:12
9814,Case 2099,Take in charge ticket,2011-09-08 14:55:55
9815,Case 2099,Resolve ticket,2011-09-09 09:29:29
9816,Case 2099,Closed,2011-10-15 14:00:25
9817,Case 2100,Assign seriousness,2012-02-28 16:46:09
9818,Case 2100,Take in charge ticket,2012-02-29 08:23:14
9819,Case 2100,Resolve ticket,2012-02-29 10:41:46
9820,Case 2100,Closed,2012-03-30 15:52:44
9821,Case 2101,Assign seriousness,2010-11-02 16:29:08
9822,Case 2101,Take in charge ticket,2010-11-02 16:29:44
9823,Case 2101,Resolve ticket,2010-11-04 10:44:24
9824,Case 2101,Closed,2010-12-03 16:31:10
9825,Case 2102,Assign seriousness,2010-09-29 12:37:40
9826,Case 2102,Assign seriousness,2010-09-30 07:15:34
9827,Case 2102,Take in charge ticket,2010-09-30 14:47:45
9828,Case 2102,Wait,2010-09-30 16:11:23
9829,Case 2102,Take in charge ticket,2010-10-04 12:07:27
9830,Case 2102,Resolve ticket,2010-10-04 12:07:41
9831,Case 2102,Closed,2010-11-03 08:52:40
9832,Case 2103,Assign seriousness,2013-10-08 15:11:50
9833,Case 2103,Take in charge ticket,2013-10-09 07:54:14
9834,Case 2103,Wait,2013-10-09 08:51:35
9835,Case 2103,Resolve ticket,2013-11-18 15:52:07
9836,Case 2103,Closed,2013-12-03 15:52:27
9837,Case 2104,Assign seriousness,2012-10-26 09:47:25
9838,Case 2104,Take in charge ticket,2012-10-29 16:00:25
9839,Case 2104,Require upgrade,2012-11-13 09:47:17
9840,Case 2104,Resolve ticket,2012-11-20 09:37:03
9841,Case 2104,Closed,2012-12-05 09:37:19
9842,Case 2105,Assign seriousness,2013-06-11 08:40:29
9843,Case 2105,Take in charge ticket,2013-06-11 08:40:58
9844,Case 2105,Wait,2013-06-19 12:20:00
9845,Case 2105,Resolve ticket,2013-07-01 08:19:45
9846,Case 2105,Closed,2013-07-16 08:20:04
9847,Case 2106,Insert ticket,2010-03-26 13:30:45
9848,Case 2106,Assign seriousness,2010-03-26 13:32:37
9849,Case 2106,Take in charge ticket,2010-03-26 13:32:55
9850,Case 2106,Resolve ticket,2010-03-26 13:50:27
9851,Case 2106,Closed,2010-04-28 12:40:10
9852,Case 2107,Assign seriousness,2010-09-17 12:34:12
9853,Case 2107,Assign seriousness,2010-09-17 13:03:25
9854,Case 2107,Take in charge ticket,2010-09-17 13:03:33
9855,Case 2107,Resolve ticket,2010-09-17 14:23:34
9856,Case 2107,Closed,2010-10-31 13:42:38
9857,Case 2108,Assign seriousness,2012-10-09 07:59:06
9858,Case 2108,Take in charge ticket,2012-10-31 11:14:38
9859,Case 2108,Resolve ticket,2012-11-02 09:31:41
9860,Case 2108,Closed,2012-11-17 09:31:57
9861,Case 2109,Assign seriousness,2011-10-17 10:49:36
9862,Case 2109,Resolve ticket,2011-10-18 09:03:59
9863,Case 2109,Resolve ticket,2011-10-18 09:04:00
9864,Case 2109,Closed,2011-11-24 11:50:24
9865,Case 2110,Assign seriousness,2011-06-22 08:37:12
9866,Case 2110,Assign seriousness,2011-06-22 08:37:23
9867,Case 2110,Take in charge ticket,2011-06-22 09:19:11
9868,Case 2110,Resolve ticket,2011-06-22 10:55:35
9869,Case 2110,Closed,2011-07-30 08:40:42
9870,Case 2111,Assign seriousness,2011-10-12 14:21:19
9871,Case 2111,Take in charge ticket,2011-10-18 07:29:17
9872,Case 2111,Take in charge ticket,2011-10-18 13:20:53
9873,Case 2111,Resolve ticket,2011-10-18 14:44:38
9874,Case 2111,Closed,2011-11-12 15:30:16
9875,Case 2112,Assign seriousness,2013-06-17 13:51:35
9876,Case 2112,Take in charge ticket,2013-06-17 13:52:02
9877,Case 2112,Wait,2013-06-20 07:13:25
9878,Case 2112,Resolve ticket,2013-07-03 08:07:44
9879,Case 2112,Closed,2013-07-18 08:07:58
9880,Case 2113,Assign seriousness,2011-12-05 15:58:29
9881,Case 2113,Take in charge ticket,2011-12-06 08:27:07
9882,Case 2113,Resolve ticket,2011-12-06 11:29:15
9883,Case 2113,Resolve ticket,2011-12-06 11:29:15
9884,Case 2113,Closed,2012-02-02 16:01:06
9885,Case 2114,Assign seriousness,2010-05-12 14:42:07
9886,Case 2114,Take in charge ticket,2010-05-12 14:56:55
9887,Case 2114,Create SW anomaly,2010-05-12 14:57:34
9888,Case 2114,Resolve ticket,2010-06-21 08:17:23
9889,Case 2114,Closed,2010-07-06 08:17:34
9890,Case 2115,Assign seriousness,2010-12-29 08:23:43
9891,Case 2115,Take in charge ticket,2011-01-31 10:57:06
9892,Case 2115,Resolve ticket,2011-02-04 10:49:44
9893,Case 2115,Closed,2011-02-19 10:50:00
9894,Case 2116,Assign seriousness,2012-01-11 10:54:53
9895,Case 2116,Take in charge ticket,2012-01-11 10:55:04
9896,Case 2116,Resolve ticket,2012-01-11 14:10:33
9897,Case 2116,Closed,2012-02-11 11:00:24
9898,Case 2117,Assign seriousness,2013-04-11 14:42:08
9899,Case 2117,Wait,2013-04-11 15:04:52
9900,Case 2117,Wait,2013-04-11 15:04:53
9901,Case 2117,Resolve ticket,2013-04-11 16:00:00
9902,Case 2117,Take in charge ticket,2013-04-16 13:41:21
9903,Case 2117,Resolve ticket,2013-05-02 10:43:11
9904,Case 2117,Resolve ticket,2013-05-02 10:43:13
9905,Case 2117,Closed,2013-05-17 10:43:31
9906,Case 2118,Assign seriousness,2010-01-14 09:52:50
9907,Case 2118,Take in charge ticket,2010-02-09 15:01:11
9908,Case 2118,Resolve ticket,2010-02-17 09:44:53
9909,Case 2118,Closed,2010-02-17 09:44:59
9910,Case 2119,Assign seriousness,2010-04-16 07:40:38
9911,Case 2119,Take in charge ticket,2010-05-04 09:58:40
9912,Case 2119,Wait,2010-05-04 10:26:16
9913,Case 2119,Take in charge ticket,2010-05-19 14:20:09
9914,Case 2119,Resolve ticket,2010-05-19 14:20:19
9915,Case 2119,Closed,2010-06-03 14:20:38
9916,Case 2120,Assign seriousness,2011-10-06 08:41:22
9917,Case 2120,Take in charge ticket,2011-10-11 10:32:05
9918,Case 2120,Take in charge ticket,2011-10-21 09:01:56
9919,Case 2120,Resolve ticket,2011-10-21 09:52:09
9920,Case 2120,Closed,2011-11-08 09:50:26
9921,Case 2121,Assign seriousness,2013-11-19 17:09:57
9922,Case 2121,Take in charge ticket,2013-12-04 10:14:44
9923,Case 2121,Resolve ticket,2013-12-05 13:28:27
9924,Case 2121,Closed,2013-12-20 13:28:39
9925,Case 2122,Assign seriousness,2011-05-09 07:28:16
9926,Case 2122,Take in charge ticket,2011-05-09 07:29:11
9927,Case 2122,Resolve ticket,2011-05-09 07:52:53
9928,Case 2122,Closed,2011-06-11 07:31:12
9929,Case 2123,Assign seriousness,2013-08-20 15:45:30
9930,Case 2123,Assign seriousness,2013-09-05 07:39:02
9931,Case 2123,Take in charge ticket,2013-09-05 07:39:17
9932,Case 2123,Resolve ticket,2013-09-05 13:42:25
9933,Case 2123,Resolve ticket,2013-09-05 13:42:26
9934,Case 2123,Closed,2013-09-20 13:42:39
9935,Case 2124,Assign seriousness,2012-07-25 09:42:11
9936,Case 2124,Resolve ticket,2012-07-25 09:44:03
9937,Case 2124,Closed,2012-09-07 09:50:29
9938,Case 2125,Assign seriousness,2013-07-11 07:09:38
9939,Case 2125,Take in charge ticket,2013-07-15 13:00:08
9940,Case 2125,Wait,2013-07-16 08:43:14
9941,Case 2125,Require upgrade,2013-08-20 06:50:36
9942,Case 2126,Assign seriousness,2013-06-03 13:43:44
9943,Case 2126,Take in charge ticket,2013-06-12 13:27:20
9944,Case 2126,Wait,2013-06-13 13:34:51
9945,Case 2126,Resolve ticket,2013-06-25 07:40:58
9946,Case 2126,Closed,2013-07-10 07:41:14
9947,Case 2127,Assign seriousness,2011-09-14 07:59:06
9948,Case 2127,Take in charge ticket,2011-09-14 13:23:31
9949,Case 2127,Resolve ticket,2011-09-20 10:06:47
9950,Case 2127,Closed,2011-10-15 08:00:55
9951,Case 2128,Assign seriousness,2012-05-29 12:48:50
9952,Case 2128,Take in charge ticket,2012-05-29 12:48:59
9953,Case 2128,Resolve ticket,2012-06-01 09:39:54
9954,Case 2128,Resolve ticket,2012-06-01 09:39:54
9955,Case 2128,Closed,2012-06-29 12:50:23
9956,Case 2129,Assign seriousness,2011-11-08 10:02:43
9957,Case 2129,Take in charge ticket,2011-11-09 09:08:32
9958,Case 2129,Wait,2011-11-09 14:04:26
9959,Case 2129,Resolve ticket,2011-12-02 13:32:27
9960,Case 2129,Closed,2012-01-03 09:40:37
9961,Case 2130,Assign seriousness,2012-01-23 15:26:10
9962,Case 2130,Take in charge ticket,2012-01-23 15:27:05
9963,Case 2130,Resolve ticket,2012-01-23 16:08:37
9964,Case 2130,Closed,2012-03-07 15:30:33
9965,Case 2131,Assign seriousness,2010-02-08 11:02:38
9966,Case 2131,Take in charge ticket,2010-02-19 17:03:44
9967,Case 2131,Resolve ticket,2010-02-19 17:03:53
9968,Case 2131,Closed,2010-03-26 11:12:43
9969,Case 2132,Assign seriousness,2011-11-11 10:42:41
9970,Case 2132,Take in charge ticket,2011-11-11 10:42:53
9971,Case 2132,Wait,2011-12-02 14:07:24
9972,Case 2132,Take in charge ticket,2011-12-06 15:19:48
9973,Case 2132,Resolve ticket,2011-12-07 15:06:27
9974,Case 2132,Closed,2011-12-22 15:06:43
9975,Case 2133,Assign seriousness,2011-10-07 13:00:53
9976,Case 2133,Take in charge ticket,2011-10-07 13:52:36
9977,Case 2133,Resolve ticket,2011-10-07 13:57:43
9978,Case 2133,Closed,2011-12-01 14:10:14
9979,Case 2134,Assign seriousness,2013-01-30 16:32:40
9980,Case 2134,Wait,2013-01-30 16:33:47
9981,Case 2134,Take in charge ticket,2013-02-01 13:10:38
9982,Case 2134,Resolve ticket,2013-02-19 11:09:15
9983,Case 2134,Closed,2013-03-06 11:09:27
9984,Case 2135,Assign seriousness,2011-10-12 10:12:31
9985,Case 2135,Take in charge ticket,2011-10-14 07:11:16
9986,Case 2135,Wait,2011-11-02 10:25:42
9987,Case 2135,Resolve ticket,2011-11-07 16:15:10
9988,Case 2135,Closed,2011-11-22 16:15:23
9989,Case 2136,Assign seriousness,2010-05-27 08:58:21
9990,Case 2136,Assign seriousness,2010-06-04 13:07:18
9991,Case 2136,Take in charge ticket,2010-06-04 13:07:32
9992,Case 2136,Resolve ticket,2010-06-04 13:07:49
9993,Case 2136,Closed,2010-06-30 09:00:24
9994,Case 2137,Insert ticket,2011-02-14 14:15:24
9995,Case 2137,Assign seriousness,2011-02-14 14:28:41
9996,Case 2137,Take in charge ticket,2011-02-14 14:28:56
9997,Case 2137,Resolve ticket,2011-02-14 14:29:01
9998,Case 2137,Closed,2011-04-15 13:29:18
9999,Case 2138,Assign seriousness,2010-04-28 15:34:06
10000,Case 2138,Take in charge ticket,2010-05-04 15:25:21
10001,Case 2138,Resolve ticket,2010-05-04 16:36:10
10002,Case 2138,Closed,2010-06-11 15:40:31
10003,Case 2139,Assign seriousness,2012-06-12 07:09:33
10004,Case 2139,Take in charge ticket,2012-06-13 10:34:51
10005,Case 2139,Require upgrade,2012-06-19 15:52:12
10006,Case 2139,Take in charge ticket,2012-07-25 08:23:29
10007,Case 2139,Wait,2012-07-25 08:23:43
10008,Case 2139,Resolve ticket,2012-07-26 09:51:10
10009,Case 2139,Closed,2012-08-10 10:10:44
10010,Case 2140,Assign seriousness,2012-02-03 09:48:39
10011,Case 2140,Take in charge ticket,2012-02-03 09:48:58
10012,Case 2140,Resolve ticket,2012-02-06 08:57:43
10013,Case 2140,Closed,2012-03-14 09:51:44
10014,Case 2141,Assign seriousness,2013-02-13 14:43:55
10015,Case 2141,Take in charge ticket,2013-02-25 11:37:34
10016,Case 2141,Resolve ticket,2013-03-14 16:24:43
10017,Case 2141,Closed,2013-03-29 16:25:05
10018,Case 2142,Assign seriousness,2013-03-01 11:49:33
10019,Case 2142,Take in charge ticket,2013-03-15 15:13:08
10020,Case 2142,Resolve ticket,2013-03-18 14:04:01
10021,Case 2142,Closed,2013-04-02 13:04:20
10022,Case 2143,Assign seriousness,2013-08-09 15:11:43
10023,Case 2143,Take in charge ticket,2013-08-20 10:31:07
10024,Case 2143,Require upgrade,2013-08-22 14:35:35
10025,Case 2143,Resolve ticket,2013-09-20 10:54:58
10026,Case 2143,Closed,2013-10-05 10:55:08
10027,Case 2144,Assign seriousness,2011-01-13 11:40:05
10028,Case 2144,Take in charge ticket,2011-01-18 17:08:56
10029,Case 2144,Resolve ticket,2011-01-18 17:09:14
10030,Case 2144,Closed,2011-03-13 11:51:06
10031,Case 2145,Assign seriousness,2011-01-26 11:07:06
10032,Case 2145,Take in charge ticket,2011-01-26 11:07:29
10033,Case 2145,Wait,2011-01-28 08:39:57
10034,Case 2145,Take in charge ticket,2011-02-04 09:38:15
10035,Case 2145,Wait,2011-02-10 09:10:39
10036,Case 2145,Take in charge ticket,2011-02-14 08:20:53
10037,Case 2145,Resolve ticket,2011-02-14 08:21:52
10038,Case 2145,Closed,2011-03-01 08:22:08
10039,Case 2146,Assign seriousness,2011-06-07 07:38:10
10040,Case 2146,Take in charge ticket,2011-06-07 07:38:42
10041,Case 2146,Resolve ticket,2011-06-07 07:59:04
10042,Case 2146,Closed,2011-07-08 07:40:24
10043,Case 2147,Assign seriousness,2011-06-20 14:24:05
10044,Case 2147,Take in charge ticket,2011-06-22 07:04:14
10045,Case 2147,Wait,2011-06-22 08:17:37
10046,Case 2147,Take in charge ticket,2011-06-29 07:28:52
10047,Case 2147,Resolve ticket,2011-06-29 07:29:49
10048,Case 2147,Closed,2011-07-28 13:40:42
10049,Case 2148,Assign seriousness,2012-01-19 16:49:48
10050,Case 2148,Take in charge ticket,2012-01-19 16:50:10
10051,Case 2148,Resolve ticket,2012-01-23 16:42:37
10052,Case 2148,Resolve ticket,2012-01-23 16:42:38
10053,Case 2148,Closed,2012-03-07 16:50:37
10054,Case 2149,Assign seriousness,2011-02-28 09:49:15
10055,Case 2149,Take in charge ticket,2011-03-01 15:35:19
10056,Case 2149,Resolve ticket,2011-03-07 13:33:16
10057,Case 2149,Take in charge ticket,2011-03-07 14:58:30
10058,Case 2149,Resolve ticket,2011-03-07 15:57:38
10059,Case 2149,Closed,2011-04-06 14:57:56
10060,Case 2150,Assign seriousness,2012-02-22 13:04:23
10061,Case 2150,Take in charge ticket,2012-02-23 10:46:01
10062,Case 2150,Resolve ticket,2012-03-01 11:33:30
10063,Case 2150,Closed,2012-03-24 13:10:27
10064,Case 2151,Assign seriousness,2011-06-29 09:41:01
10065,Case 2151,Take in charge ticket,2011-06-29 09:47:23
10066,Case 2151,Resolve ticket,2011-06-29 09:52:10
10067,Case 2151,Closed,2011-08-27 09:50:55
10068,Case 2152,Assign seriousness,2012-11-30 15:34:36
10069,Case 2152,Take in charge ticket,2012-12-04 08:56:37
10070,Case 2152,Wait,2012-12-10 08:25:36
10071,Case 2152,Resolve ticket,2012-12-17 08:42:18
10072,Case 2152,Closed,2013-01-01 08:42:36
10073,Case 2153,Insert ticket,2010-07-14 07:27:40
10074,Case 2153,Assign seriousness,2010-07-14 07:37:02
10075,Case 2153,Take in charge ticket,2010-07-14 07:37:10
10076,Case 2153,Resolve ticket,2010-07-26 12:58:21
10077,Case 2153,Closed,2010-08-14 07:30:52
10078,Case 2154,Assign seriousness,2011-09-22 09:29:01
10079,Case 2154,Resolve ticket,2011-09-26 08:02:43
10080,Case 2154,Resolve ticket,2011-09-26 08:02:43
10081,Case 2154,Closed,2011-10-25 09:31:08
10082,Case 2155,Assign seriousness,2010-09-17 13:09:36
10083,Case 2155,Take in charge ticket,2010-09-22 10:25:48
10084,Case 2155,Resolve ticket,2010-09-22 10:31:27
10085,Case 2155,Closed,2010-10-31 14:10:58
10086,Case 2156,Assign seriousness,2013-05-24 11:58:47
10087,Case 2156,Take in charge ticket,2013-06-25 12:55:15
10088,Case 2156,Resolve ticket,2013-06-25 14:36:33
10089,Case 2156,Closed,2013-07-10 14:36:44
10090,Case 2157,Assign seriousness,2013-04-04 15:41:03
10091,Case 2157,Resolve ticket,2013-05-02 08:11:19
10092,Case 2157,Resolve ticket,2013-05-02 08:11:19
10093,Case 2157,Closed,2013-05-17 08:11:40
10094,Case 2158,Assign seriousness,2011-12-12 09:25:28
10095,Case 2158,Take in charge ticket,2011-12-12 09:25:38
10096,Case 2158,Resolve ticket,2011-12-12 13:16:12
10097,Case 2158,Closed,2012-01-27 09:30:23
10098,Case 2159,Insert ticket,2010-09-07 09:00:29
10099,Case 2159,Assign seriousness,2010-09-07 09:05:25
10100,Case 2159,Assign seriousness,2010-09-07 09:10:55
10101,Case 2159,Assign seriousness,2010-09-07 14:16:33
